Sample,Method,MAPQ,Count,Percent
8168,normalinput,45,883748,0.3681194589356909
8168,normalinput,46,837895,0.34901969118450143
8168,normalinput,47,422530,0.1760021125751883
8168,normalinput,48,2096768,0.8733950194780309
8168,normalinput,49,222100,0.09251430479007246
8168,normalinput,50,292097,0.12167109809214677
8168,normalinput,51,250132,0.1041908513541216
8168,normalinput,52,368222,0.15338046978122497
8168,normalinput,53,125567,0.05230411395576331
8168,normalinput,54,209297,0.08718129873772083
8168,normalinput,55,249136,0.10377597405753936
8168,normalinput,56,165933,0.0691183076845164
8168,normalinput,57,907314,0.3779357223606475
8168,normalinput,58,143265,0.059676100296036615
8168,normalinput,59,376014,0.15662617650308108
8168,normalinput,60,162286086,67.59920947047236
